"CustomPolicyName";"CustomPolicyDisplayName";"CustomPolicyCategory";"CustomPolicyId";"MatchBuiltinPolicyCount";"BuiltInPolicyId"
"Defender_StorageAccounts_Audit";"Azure Defender for StorageAccounts";"Security Center";"/providers/microsoft.management/managementgroups/54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/providers/microsoft.authorization/policydefinitions/defender_storageaccounts_audit";"1";"/providers/microsoft.authorization/policydefinitions/308fbb08-4ab8-4e67-9b29-592e93fb94fa"
