"SubscriptionName";"Subscription";"MGPath";"VNet";"VNetId";"VNetResourceGroup";"Location";"AddressSpaceAddressPrefixes";"DhcpoptionsDnsservers";"SubnetsCount";"SubnetsWithNSGCount";"SubnetsWithRouteTableCount";"SubnetsWithDelegationsCount";"PrivateEndpointsCount";"SubnetsWithPrivateEndPointsCount";"ConnectedDevices";"SubnetsWithConnectedDevicesCount";"DdosProtection";"PeeringsCount";"PeeringXTenant";"PeeringName";"PeeringState";"PeeringSyncLevel";"AllowVirtualNetworkAccess";"AllowForwardedTraffic";"AllowGatewayTransit";"UseRemoteGateways";"DoNotVerifyRemoteGateways";"PeerCompleteVnets";"RouteServiceVips";"RemotePeeringsCount";"RemotePeeringName";"RemotePeeringState";"RemotePeeringSyncLevel";"RemoteAllowVirtualNetworkAccess";"RemoteAllowForwardedTraffic";"RemoteAllowGatewayTransit";"RemoteUseRemoteGateways";"RemoteDoNotVerifyRemoteGateways";"RemotePeerCompleteVnets";"RemoteRouteServiceVips";"RemoteSubscriptionName";"RemoteSubscription";"RemoteMGPath";"RemoteVNet";"RemoteVNetId";"RemoteVNetState";"RemoteVNetResourceGroup";"RemoteVNetLocation";"RemoteAddressSpaceAddressPrefixes";"RemoteVirtualNetworkAddressSpaceAddressPrefixes";"RemoteDhcpoptionsDnsservers";"RemoteSubnetsCount";"RemoteSubnetsWithNSGCount";"RemoteSubnetsWithRouteTable";"RemoteSubnetsWithDelegations";"RemotePrivateEndPoints";"RemoteSubnetsWithPrivateEndPoints";"RemoteConnectedDevices";"RemoteSubnetsWithConnectedDevices";"RemoteDdosProtection"
"azr-mge-dev-sub-04";"399a72e1-30af-4a84-92ac-af885a677310";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/connectivity";"alz-hub-centralus";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-centralus/providers/Microsoft.Network/virtualNetworks/alz-hub-centralus";"alz-connectivity-centralus";"centralus";"10.101.0.0/22";"";"0";"0";"0";"0";"0";"0";"0";"0";"False";"1";"false";"peering-7bd2265d-49b8-5a49-bdc7-d60c6c199e94";"Connected";"FullyInSync";"True";"True";"True";"False";"False";"True";"";"1";"peering-d34ee379-bfcf-5718-a489-c24d2a32fe90";"Connected";"FullyInSync";"True";"True";"True";"False";"False";"True";"";"azr-mge-dev-sub-04";"399a72e1-30af-4a84-92ac-af885a677310";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/connectivity";"alz-hub-eastus2";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-eastus2/providers/Microsoft.Network/virtualNetworks/alz-hub-eastus2";"existent";"alz-connectivity-eastus2";"eastus2";"10.100.0.0/22";"10.100.0.0/22";"";"2";"0";"0";"1";"0";"0";"1";"1";"False"
"azr-mge-dev-sub-04";"399a72e1-30af-4a84-92ac-af885a677310";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/connectivity";"alz-hub-eastus2";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-eastus2/providers/Microsoft.Network/virtualNetworks/alz-hub-eastus2";"alz-connectivity-eastus2";"eastus2";"10.100.0.0/22";"";"2";"0";"0";"1";"0";"0";"1";"1";"False";"1";"false";"peering-d34ee379-bfcf-5718-a489-c24d2a32fe90";"Connected";"FullyInSync";"True";"True";"True";"False";"False";"True";"";"1";"peering-7bd2265d-49b8-5a49-bdc7-d60c6c199e94";"Connected";"FullyInSync";"True";"True";"True";"False";"False";"True";"";"azr-mge-dev-sub-04";"399a72e1-30af-4a84-92ac-af885a677310";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/connectivity";"alz-hub-centralus";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-centralus/providers/Microsoft.Network/virtualNetworks/alz-hub-centralus";"existent";"alz-connectivity-centralus";"centralus";"10.101.0.0/22";"10.101.0.0/22";"";"0";"0";"0";"0";"0";"0";"0";"0";"False"
