"SubscriptionName";"Subscription";"MGPath";"VNet";"VNetId";"VNetResourceGroup";"Location";"SubnetName";"SubnetId";"SubnetNet";"SubnetPrefix";"Subnetmask";"Range";"ConnectedDevices";"AvailableIPAddresses";"UsedIPAddressesPercent";"SubnetIPAddressUsageCritical";"PrivateEndpointNetworkPolicies";"PrivateLinkServiceNetworkPolicies";"ServiceEndpointsCount";"ServiceEndpoints";"Delegation";"NetworkSecurityGroup";"RouteTable";"NatGateway";"PrivateEndpoints"
"azr-mge-dev-sub-04";"399a72e1-30af-4a84-92ac-af885a677310";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/connectivity";"alz-hub-eastus2";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-eastus2/providers/Microsoft.Network/virtualNetworks/alz-hub-eastus2";"alz-connectivity-eastus2";"eastus2";"AzureBastionSubnet";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-eastus2/providers/Microsoft.Network/virtualNetworks/alz-hub-eastus2/subnets/AzureBastionSubnet";"10.100.2.0";"26";"255.255.255.192";"10.100.2.0 - 10.100.2.63";"0";"59";"0 %";"False";"Enabled";"Enabled";"0";"";"";;;"";"0"
"azr-mge-dev-sub-04";"399a72e1-30af-4a84-92ac-af885a677310";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/connectivity";"alz-hub-eastus2";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-eastus2/providers/Microsoft.Network/virtualNetworks/alz-hub-eastus2";"alz-connectivity-eastus2";"eastus2";"dns-resolver";"/subscriptions/399a72e1-30af-4a84-92ac-af885a677310/resourceGroups/alz-connectivity-eastus2/providers/Microsoft.Network/virtualNetworks/alz-hub-eastus2/subnets/dns-resolver";"10.100.3.0";"28";"255.255.255.240";"10.100.3.0 - 10.100.3.15";"1";"10";"9.1 %";"False";"Enabled";"Enabled";"0";"";"Microsoft.Network/dnsResolvers (Microsoft.Network/virtualNetworks/subnets/join/action)";;;"";"0"
