"Type";"PolicyName";"PolicyId";"PolicyVersion";"PolicyScope";"PolicyScopeId";"ALZPolicyName";"ALZVersion";"ALZState";"InTenant";"DetectedBy";"AzAdvertizerUrl"
"Policy";"Deny-UDR-With-Specific-NextHop";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deny-udr-with-specific-nexthop";"1.0.0";"Mg";"alz";"Deny-UDR-With-Specific-NextHop";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deny-UDR-With-Specific-NextHop.html"
"Policy";"Deny-VNET-Peer-Cross-Sub";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deny-vnet-peer-cross-sub";"1.1.0";"Mg";"alz";"Deny-VNET-Peer-Cross-Sub";"1.1.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deny-VNET-Peer-Cross-Sub.html"
"Policy";"Deny-VNet-Peering";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deny-vnet-peering";"1.0.1";"Mg";"alz";"Deny-VNet-Peering";"1.0.1";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deny-VNet-Peering.html"
"Policy";"Deny-VNET-Peering-To-Non-Approved-VNETs";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deny-vnet-peering-to-non-approved-vnets";"1.0.0";"Mg";"alz";"Deny-VNET-Peering-To-Non-Approved-VNETs";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deny-VNET-Peering-To-Non-Approved-VNETs.html"
"Policy";"DenyAction-ActivityLogs";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/denyaction-activitylogs";"1.0.0";"Mg";"alz";"DenyAction-ActivityLogs";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/DenyAction-ActivityLogs.html"
"PolicySet";"DenyAction-DeleteProtection";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/denyaction-deleteprotection";"1.1.0";"Mg";"alz";"DenyAction-DeleteProtection";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/DenyAction-DeleteProtection.html"
"Policy";"DenyAction-DeleteResources";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/denyaction-deleteresources";"1.0.0";"Mg";"alz";"DenyAction-DeleteResources";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/DenyAction-DeleteResources.html"
"Policy";"DenyAction-DiagnosticLogs";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/denyaction-diagnosticlogs";"1.0.0";"Mg";"alz";"DenyAction-DiagnosticLogs";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/DenyAction-DiagnosticLogs.html"
"Policy";"Deploy-ASC-SecurityContacts";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-asc-securitycontacts";"2.0.0";"Mg";"alz";"Deploy-ASC-SecurityContacts";"3.0.0";"outDated";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-ASC-SecurityContacts.html"
"PolicySet";"Deploy-AUM-CheckUpdates";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-aum-checkupdates";"1.1.0";"Mg";"alz";"Deploy-AUM-CheckUpdates";"1.1.0";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-AUM-CheckUpdates.html"
"Policy";"Deploy-Budget";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-budget";"1.1.0";"Mg";"alz";"Deploy-Budget";"1.1.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Budget.html"
"Policy";"Deploy-Custom-Route-Table";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-custom-route-table";"1.0.0";"Mg";"alz";"Deploy-Custom-Route-Table";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Custom-Route-Table.html"
"Policy";"Deploy-DDoSProtection";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-ddosprotection";"1.0.1";"Mg";"alz";"Deploy-DDoSProtection";"1.0.1";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-DDoSProtection.html"
"Policy";"Deploy-Diagnostics-AA";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-aa";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-AA";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-AA.html"
"Policy";"Deploy-Diagnostics-ACI";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-aci";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-ACI";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-ACI.html"
"Policy";"Deploy-Diagnostics-ACR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-acr";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-ACR";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-ACR.html"
"Policy";"Deploy-Diagnostics-AnalysisService";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-analysisservice";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-AnalysisService";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-AnalysisService.html"
"Policy";"Deploy-Diagnostics-ApiForFHIR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-apiforfhir";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-ApiForFHIR";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-ApiForFHIR.html"
"Policy";"Deploy-Diagnostics-APIMgmt";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-apimgmt";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-APIMgmt";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-APIMgmt.html"
"Policy";"Deploy-Diagnostics-ApplicationGateway";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-applicationgateway";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-ApplicationGateway";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-ApplicationGateway.html"
"Policy";"Deploy-Diagnostics-AVDScalingPlans";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-avdscalingplans";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-AVDScalingPlans";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-AVDScalingPlans.html"
"Policy";"Deploy-Diagnostics-Bastion";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-bastion";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-Bastion";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Bastion.html"
"Policy";"Deploy-Diagnostics-CDNEndpoints";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-cdnendpoints";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-CDNEndpoints";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-CDNEndpoints.html"
"Policy";"Deploy-Diagnostics-CognitiveServices";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-cognitiveservices";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-CognitiveServices";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-CognitiveServices.html"
"Policy";"Deploy-Diagnostics-CosmosDB";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-cosmosdb";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-CosmosDB";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-CosmosDB.html"
"Policy";"Deploy-Diagnostics-Databricks";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-databricks";"1.3.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-Databricks";"1.3.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Databricks.html"
"Policy";"Deploy-Diagnostics-DataExplorerCluster";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-dataexplorercluster";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-DataExplorerCluster";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-DataExplorerCluster.html"
"Policy";"Deploy-Diagnostics-DataFactory";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-datafactory";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-DataFactory";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-DataFactory.html"
"Policy";"Deploy-Diagnostics-DLAnalytics";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-dlanalytics";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-DLAnalytics";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-DLAnalytics.html"
"Policy";"Deploy-Diagnostics-EventGridSub";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-eventgridsub";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-EventGridSub";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-EventGridSub.html"
"Policy";"Deploy-Diagnostics-EventGridSystemTopic";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-eventgridsystemtopic";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-EventGridSystemTopic";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-EventGridSystemTopic.html"
"Policy";"Deploy-Diagnostics-EventGridTopic";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-eventgridtopic";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-EventGridTopic";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-EventGridTopic.html"
"Policy";"Deploy-Diagnostics-ExpressRoute";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-expressroute";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-ExpressRoute";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-ExpressRoute.html"
"Policy";"Deploy-Diagnostics-Firewall";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-firewall";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-Firewall";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Firewall.html"
"Policy";"Deploy-Diagnostics-FrontDoor";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-frontdoor";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-FrontDoor";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-FrontDoor.html"
"Policy";"Deploy-Diagnostics-Function";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-function";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-Function";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Function.html"
"Policy";"Deploy-Diagnostics-HDInsight";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-hdinsight";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-HDInsight";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-HDInsight.html"
"Policy";"Deploy-Diagnostics-iotHub";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-iothub";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-iotHub";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-iotHub.html"
"Policy";"Deploy-Diagnostics-LoadBalancer";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-loadbalancer";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-LoadBalancer";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-LoadBalancer.html"
"Policy";"Deploy-Diagnostics-LogAnalytics";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-loganalytics";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-LogAnalytics";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-LogAnalytics.html"
"PolicySet";"Deploy-Diagnostics-LogAnalytics";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policysetdefinitions/deploy-diagnostics-loganalytics";"2.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-LogAnalytics";"2.2.0-deprecated";"upToDate";"True";"PolicySet Name, MetaData Tag";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Diagnostics-LogAnalytics.html"
"Policy";"Deploy-Diagnostics-LogicAppsISE";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-logicappsise";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-LogicAppsISE";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-LogicAppsISE.html"
"Policy";"Deploy-Diagnostics-MariaDB";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-mariadb";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-MariaDB";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MariaDB.html"
"Policy";"Deploy-Diagnostics-MediaService";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-mediaservice";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-MediaService";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MediaService.html"
"Policy";"Deploy-Diagnostics-MlWorkspace";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-mlworkspace";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-MlWorkspace";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MlWorkspace.html"
"Policy";"Deploy-Diagnostics-MySQL";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-mysql";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-MySQL";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MySQL.html"
"Policy";"Deploy-Diagnostics-NetworkSecurityGroups";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-networksecuritygroups";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-NetworkSecurityGroups";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-NetworkSecurityGroups.html"
"Policy";"Deploy-Diagnostics-NIC";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-nic";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-NIC";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-NIC.html"
"Policy";"Deploy-Diagnostics-PostgreSQL";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-postgresql";"2.0.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-PostgreSQL";"2.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-PostgreSQL.html"
"Policy";"Deploy-Diagnostics-PowerBIEmbedded";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-powerbiembedded";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-PowerBIEmbedded";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-PowerBIEmbedded.html"
"Policy";"Deploy-Diagnostics-RedisCache";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-rediscache";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-RedisCache";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-RedisCache.html"
"Policy";"Deploy-Diagnostics-Relay";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-relay";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-Relay";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Relay.html"
"Policy";"Deploy-Diagnostics-SignalR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-signalr";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-SignalR";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-SignalR.html"
"Policy";"Deploy-Diagnostics-SQLElasticPools";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-sqlelasticpools";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-SQLElasticPools";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-SQLElasticPools.html"
"Policy";"Deploy-Diagnostics-SQLMI";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-sqlmi";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-SQLMI";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-SQLMI.html"
"Policy";"Deploy-Diagnostics-TimeSeriesInsights";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-timeseriesinsights";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-TimeSeriesInsights";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-TimeSeriesInsights.html"
"Policy";"Deploy-Diagnostics-TrafficManager";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-trafficmanager";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-TrafficManager";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-TrafficManager.html"
"Policy";"Deploy-Diagnostics-VirtualNetwork";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-virtualnetwork";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-VirtualNetwork";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VirtualNetwork.html"
"Policy";"Deploy-Diagnostics-VM";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-vm";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-VM";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VM.html"
"Policy";"Deploy-Diagnostics-VMSS";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-vmss";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-VMSS";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VMSS.html"
"Policy";"Deploy-Diagnostics-VNetGW";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-vnetgw";"1.1.1-deprecated";"Mg";"alz";"Deploy-Diagnostics-VNetGW";"1.1.1-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VNetGW.html"
"Policy";"Deploy-Diagnostics-VWanS2SVPNGW";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-vwans2svpngw";"1.0.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-VWanS2SVPNGW";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VWanS2SVPNGW.html"
"Policy";"Deploy-Diagnostics-WebServerFarm";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-webserverfarm";"1.1.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-WebServerFarm";"1.1.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WebServerFarm.html"
"Policy";"Deploy-Diagnostics-Website";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-website";"1.2.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-Website";"1.2.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Website.html"
"Policy";"Deploy-Diagnostics-WVDAppGroup";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-wvdappgroup";"1.1.1-deprecated";"Mg";"alz";"Deploy-Diagnostics-WVDAppGroup";"1.1.1-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WVDAppGroup.html"
"Policy";"Deploy-Diagnostics-WVDHostPools";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-wvdhostpools";"1.3.0-deprecated";"Mg";"alz";"Deploy-Diagnostics-WVDHostPools";"1.3.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WVDHostPools.html"
"Policy";"Deploy-Diagnostics-WVDWorkspace";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-wvdworkspace";"1.1.1-deprecated";"Mg";"alz";"Deploy-Diagnostics-WVDWorkspace";"1.1.1-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WVDWorkspace.html"
"Policy";"Deploy-FirewallPolicy";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-firewallpolicy";"1.0.0";"Mg";"alz";"Deploy-FirewallPolicy";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-FirewallPolicy.html"
"Policy";"Deploy-LogicApp-TLS";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-logicapp-tls";"1.0.0";"Mg";"alz";"Deploy-LogicApp-TLS";"1.0.0";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-LogicApp-TLS.html"
"Policy";"Deploy-MDFC-Arc-SQL-DCR-Association";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-arc-sql-dcr-association";"1.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-Arc-SQL-DCR-Association";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-Arc-SQL-DCR-Association.html"
"Policy";"Deploy-MDFC-Arc-Sql-DefenderSQL-DCR";"/providers/microsoft.management/managementgroups/alz/providers/microsoft.authorization/policydefinitions/deploy-mdfc-arc-sql-defendersql-dcr";"1.0.0-deprecated";"Mg";"alz";"Deploy-MDFC-Arc-Sql-DefenderSQL-DCR";"1.0.0-deprecated";"upToDate";"True";"Policy Name";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-Arc-Sql-DefenderSQL-DCR.html"
