"MIName";"MIMgPath";"MISubscriptionName";"MISubscriptionId";"MIResourceGroup";"MIResourceId";"MIAADSPObjectId";"MIAADSPApplicationId";"MICountResAssignments";"MICrossSubscription";"ResName";"ResType";"ResMgPath";"ResSubscriptionName";"ResSubscriptionId";"ResResourceGroup";"ResId";"ResCountAssignedMIs"
"data-ops-01";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/security/dee9fea3-65b6-45ad-8b44-f38b05c31fa9";"azr-mge-dev-sub-05";"dee9fea3-65b6-45ad-8b44-f38b05c31fa9";"rg-ops-tier-dev";"/subscriptions/dee9fea3-65b6-45ad-8b44-f38b05c31fa9/resourcegroups/rg-ops-tier-dev/providers/Microsoft.ManagedIdentity/userAssignedIdentities/data-ops-01";"2fd04b2e-beea-4aec-a93a-9015e5582f56";"8f5d4fee-2028-47ec-8100-2e5e8b12e193";"1";"False";"svr-ghc-01";"Microsoft.Sql/servers";"54d665dd-30f1-45c5-a8d5-d6ffcdb518f9/alz/platform/security/dee9fea3-65b6-45ad-8b44-f38b05c31fa9";"azr-mge-dev-sub-05";"dee9fea3-65b6-45ad-8b44-f38b05c31fa9";"rg-dta-tier-dev";"/subscriptions/dee9fea3-65b6-45ad-8b44-f38b05c31fa9/resourceGroups/rg-dta-tier-dev/providers/Microsoft.Sql/servers/svr-ghc-01";"1"
